,index,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor,district
3632,3996,1.38,15.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,BINH THANH
3634,3998,10.8,66.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5
3635,3999,6.3,100.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TAN BINH
3636,4000,6.5,30.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11
3637,4001,7.6,81.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
3638,4002,4.2,93.0,3.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,THU DUC
3640,4004,7.8,140.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,THU DUC
3641,4005,3.2,37.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3642,4006,4.05,75.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,GO VAP
3643,4007,3.4,52.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,BINH TAN
3644,4008,4.29,60.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,7
3645,4009,7.9,230.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
3646,4011,5.8,28.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
3647,4012,17.5,145.0,11.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,THU DUC
3648,4013,17.5,145.0,11.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,THU DUC
3649,4014,9.6,48.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHU NHUAN
3650,4015,4.6,46.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,TAN PHU
3651,4016,2.75,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
3652,4017,3.7,80.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
3653,4018,20.0,62.0,3.0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5
3654,4019,5.9,50.0,3.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11
3655,4020,425.0,33.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3656,4021,7.0,88.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,THU DUC
3657,4022,12.324,277.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
3658,4023,1.96,52.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,THU DUC
3659,4024,5.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
3660,4025,5.6,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11
3661,4026,4.54,47.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7
3662,4027,5.5,35.2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1
3664,4029,4.0,28.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
3665,4030,4.0,28.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,BINH THANH
3666,4031,5.6,84.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
3667,4032,11.5,80.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
3668,4033,12.9,106.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
3669,4034,6.8,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
3670,4035,5.45,73.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
3671,4036,3.46,85.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,7
3672,4037,11.0,173.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,GO VAP
3673,4038,9.7,63.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9
3674,4039,5.8,63.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
3675,4040,4.8,52.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
3677,4042,3.5,43.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
3678,4043,2.99,38.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH THANH
3679,4044,2.6,60.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3
3680,4045,4.9,39.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
3681,4046,1.484,53.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH CHANH
3682,4047,8.8,70.0,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,TAN BINH
3683,4048,18.0,219.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
3684,4049,5.3,40.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,BINH THANH
3685,4050,6.29,31.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4
3686,4051,5.4,50.0,3.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
3687,4052,6.4,80.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,8
3689,4054,17.9,390.0,18.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,THU DUC
3690,4055,3.0,34.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,TAN PHU
3691,4056,6.9,56.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10
3693,4058,4.5,36.0,3,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3
3695,4060,6.5,70.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
3697,4062,7.6,80.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
3698,4063,5.2,65.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,THU DUC
3699,4064,3.5,32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
3700,4065,7.0,61.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7
3701,4066,5.1,59.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3702,4067,3.4,63.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2
3704,4069,13.5,50.0,4,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3
3706,4071,80.0,1518.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,THU DUC
3707,4072,5.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11
3708,4073,2.5,24.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10
3710,4075,5.6,46.0,4,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
3711,4076,4.5,50.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
3712,4077,3.9,110.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BINH TAN
3713,4078,8.9,52.0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
3714,4079,5.64,100.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,NHA BE
3715,4080,11.5,70.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3
3716,4081,15.3,86.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1
3718,4083,14.5,96.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,PHU NHUAN
3719,4084,19.8,110.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3
3720,4085,5.99,60.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
3721,4086,14.8,85.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,PHU NHUAN
3722,4087,23.0,101.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2
3723,4088,43.0,175.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,PHU NHUAN
3726,4091,14.8,100.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3
3727,4092,22.5,88.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3
3728,4093,18.9,100.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
3730,4095,24.99,160.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
3731,4096,2.99,30.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6
3732,4098,13.0,155.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
3733,4099,16.5,90.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
3734,4100,15.5,90.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
3735,4101,18.0,275.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1
3736,4102,12.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
3737,4103,15.5,70.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1
3738,4104,6.2,158.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
3739,4105,3.19,26.3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,7
3740,4106,5.8,47.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11
3741,4107,4.3,55.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
3742,4108,6.49,24.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,7
3743,4109,6.1,52.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
3744,4110,5.6,83.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,9
3745,4111,6.5,140.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9
3746,4112,4.5,24.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3747,4113,4.7,48.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11
3748,4114,5.6,54.0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
3749,4115,3.7,30.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3750,4116,5.08,77.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
3751,4117,35.9,78.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,7
3752,4118,9.49,106.0,8.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7
3753,4119,11.5,143.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11
3754,4120,7.5,55.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5
3755,4121,5.3,61.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
3756,4122,5.8,60.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,GO VAP
3757,4123,5.2,32.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5
3758,4124,7.999,89.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,BINH THANH
3759,4126,4.95,46.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,TAN BINH
3760,4127,5.9,50.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11
3761,4128,4.1,20.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
3762,4129,5.1,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11
3763,4130,4.95,32.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,TAN BINH
3765,4132,6.9,66.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,THU DUC
3766,4133,5.5,50.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11
3767,4134,2.65,34.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
3768,4135,5.7,56.0,2.0,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,TAN BINH
3769,4136,5.99,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
3770,4137,4.8,53.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9
3772,4139,24.0,234.0,8.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,9
3773,4140,5.5,53.0,2,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,11
3775,4142,6.0,64.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
3776,4143,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4
3777,4144,2.9,36.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,TAN BINH
3778,4145,2.9,40.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,6
3779,4146,4.6,72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
3780,4147,4.7,52.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,TAN PHU
3781,4148,11.8,79.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
3782,4149,15.0,84.0,9.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
3783,4150,8.1,98.0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4
3784,4151,3.79,42.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
3785,4152,5.7,78.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
3786,4153,3.95,36.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3787,4154,4.0,48.0,3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,GO VAP
3788,4155,5.8,55.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,BINH THANH
3789,4156,3.9,24.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4
3790,4157,2.0,24.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4
3791,4158,15.0,90.0,6,6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,TAN BINH
3792,4159,8.2,80.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,GO VAP
3793,4160,4.6,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
3794,4161,6.6,58.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11
3795,4162,8.5,36.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5
3797,4164,6.299,75.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
3798,4165,3.0,29.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7
3799,4166,3.3,26.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
3800,4167,13.0,140.0,15,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,THU DUC
3801,4168,3.5,35.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,TAN BINH
3802,4169,7.8,91.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
3803,4170,4.2,104.0,3,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,THU DUC
3805,4172,2.7,23.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
3808,4175,2.65,23.94,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1
3809,4176,2.95,42.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,TAN BINH
3810,4177,3.9,60.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
3811,4178,5.5,55.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
3812,4180,5.9,40.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7
3813,4181,8.5,60.0,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3
3815,4183,5.7,33.0,4,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN BINH
3817,4185,8.5,80.0,5,5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,6
3819,4187,12.9,90.0,13.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,THU DUC
3820,4188,16.5,130.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
3821,4189,5.9,90.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6
3823,4191,5.8,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
3824,4192,5.75,112.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,PHU NHUAN
3825,4193,6.5,67.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9
3826,4194,5.999,80.0,4,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,BINH TAN
3827,4195,5.2,47.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11
3829,4197,5.6,68.0,4,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
3830,4198,11.0,90.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,THU DUC
3832,4200,6.6,55.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
3833,4201,6.6,55.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
3834,4202,4.6,60.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,TAN BINH
3835,4203,4.55,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,THU DUC
3836,4204,7.6,94.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
3838,4206,3.95,31.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
3839,4207,5.4,57.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,TAN PHU
3840,4208,10.5,270.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
3841,4209,9.5,38.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3
3842,4210,4.5,31.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3
3843,4211,4.35,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,BINH TAN
3845,4213,13.9,344.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
3846,4214,4.5,44.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
3848,4216,6.4,56.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN BINH
3849,4217,8.9,82.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
3850,4219,5.2,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
3851,4220,4.0,45.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
3852,4221,5.3,80.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
3855,4224,4.8,54.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
3857,4226,3.65,270.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,THU DUC
3858,4227,4.2,58.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,THU DUC
3859,4228,4.98,57.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
3860,4229,4.4,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
3861,4230,15.5,120.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,PHU NHUAN
3862,4232,8.6,60.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,7
3863,4233,6.0,43.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6
3865,4236,6.25,51.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
3866,4237,14.8,85.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,PHU NHUAN
3867,4238,5.6,56.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6
3868,4239,4.5,54.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9
3869,4240,13.9,344.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
3870,4241,3.3,40.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9
3871,4242,5.5,95.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9
3873,4244,4.9,80.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,BINH TAN
3874,4245,7.4,110.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
3875,4246,4.4,44.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
3876,4247,26.0,115.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3879,4250,690.0,58.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12
3880,4251,3.9,30.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,PHU NHUAN
3881,4252,6.0,63.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,GO VAP
3882,4253,695.0,55.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
3883,4254,3.5,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
3884,4255,4.9,42.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
3885,4256,2.32,43.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9
3886,4257,5.5,40.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH THANH
3887,4258,7.0,36.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,10
3888,4259,4.5,120.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,THU DUC
3889,4260,6.65,120.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
3890,4261,59.0,350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,THU DUC
3891,4262,4.95,34.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
3893,4264,6.4,66.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
3895,4266,1.8,36.7,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PHU NHUAN
3896,4267,4.19,48.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
3897,4268,1.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
3898,4269,82.0,71.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
3899,4270,2.25,60.5,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,GO VAP
3901,4272,5.1,40.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
3902,4273,6.4,50.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11
3903,4274,5.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
3904,4275,6.9,53.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
3905,4276,6.1,76.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
3906,4278,5.3,76.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
3907,4279,7.2,120.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
3908,4280,4.8,60.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
3909,4281,6.8,72.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
3910,4282,4.1,104.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,THU DUC
