,index,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor,district
274,289,5.7,55.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11
275,291,7.6,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
277,293,7.5,80.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
278,294,7.9,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
279,295,2.25,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9
280,296,5.5,55.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,PHU NHUAN
282,298,4.45,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
283,299,21.5,224.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,9
284,300,8.5,78.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
285,301,6.0,65.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
286,302,3.4,60.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8
288,304,6.68,43.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,GO VAP
289,305,8.6,60.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
290,306,1.9,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
291,307,5.7,42.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,BINH THANH
292,308,10.3,64.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
293,309,6.6,64.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
294,310,18.5,60.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
296,312,18.5,60.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
297,313,17.5,80.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
298,314,9.68,86.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,BINH TAN
299,315,10.3,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
300,316,7.5,45.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,GO VAP
301,317,7.5,45.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,GO VAP
302,318,4.8,65.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,GO VAP
303,319,16.5,80.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
304,320,4.6,54.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
309,325,11.0,80.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
310,326,3.7,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
311,327,8.9,55.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
312,328,4.9,60.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,THU DUC
314,330,31.5,185.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TAN PHU
315,331,8.0,90.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,THU DUC
317,334,4.0,70.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
318,335,13.6,86.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
319,336,31.5,185.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
320,338,4.98,53.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,BINH TAN
321,339,3.1,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
322,340,13.6,86.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
323,341,3.4,45.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
325,343,4.9,55.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,TAN PHU
326,344,4.85,47.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4
327,345,3.6,102.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
328,346,7.9,36.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,TAN BINH
329,347,4.9,95.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,THU DUC
330,349,5.0,35.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
331,350,5.1,66.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
332,351,15.5,55.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH THANH
333,352,3.8,25.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
334,353,6.25,63.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
336,355,3.6,44.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
337,356,4.1,62.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
338,357,3.7,50.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9
339,358,4.8,50.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,GO VAP
340,359,5.38,68.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
341,360,4.5,70.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,GO VAP
342,361,11.3,184.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,THU DUC
343,362,4.2,56.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,TAN PHU
345,364,4.5,48.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
346,365,9.5,119.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,9
347,366,5.0,77.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
348,367,4.9,50.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,THU DUC
349,368,11.8,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
351,370,12.8,80.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
352,371,16.0,80.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2
353,372,16.0,80.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
354,373,4.6,53.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,THU DUC
355,374,3.3,48.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,TAN PHU
356,375,8.7,41.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10
357,377,3.84,24.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10
358,379,4.9,50.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
359,380,27.0,210.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,BINH TAN
361,382,4.78,33.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN BINH
365,386,2.6,33.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
366,387,4.0,44.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
367,388,3.9,52.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
368,389,4.35,55.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,GO VAP
369,390,4.5,34.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4
372,393,17.0,80.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2
374,396,3.3,62.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4
375,397,7.5,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
376,398,6.99,48.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,GO VAP
378,400,6.85,72.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
379,401,9.0,73.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
380,402,16.0,80.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
381,403,4.9,60.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
382,404,3.3,56.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
384,406,7.85,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7
385,407,3.3,42.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4
387,410,11.0,62.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
389,412,13.0,80.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8
390,413,10.5,100.0,11.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,8
391,414,1.62,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
392,415,5.1,77.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
393,417,2.7,60.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
394,418,9.9,61.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2
395,419,30.0,144.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2
396,420,15.5,210.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,THU DUC
398,423,8.79,81.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,GO VAP
399,424,4.99,55.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
400,425,5.1,42.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,GO VAP
401,426,5.9,28.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4
402,427,7.5,32.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4
403,428,65.0,80.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12
404,429,4.9,65.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6
406,432,6.99,110.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
407,433,7.5,67.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,TAN PHU
408,434,4.2,60.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,PHU NHUAN
409,436,9.5,51.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2
410,437,23.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,THU DUC
411,438,3.5,56.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7
412,439,3.85,52.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,TAN PHU
413,440,1.5,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7
414,441,3.58,32.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
415,442,16.0,72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,PHU NHUAN
416,443,13.5,44.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1
417,444,10.9,80.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,7
418,445,4.9,50.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
419,447,46.0,300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
420,448,4.2,45.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
421,449,2.1,40.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
424,455,7.5,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
425,456,26.5,145.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,THU DUC
426,457,2.95,42.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,GO VAP
428,460,6.38,68.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,BINH TAN
429,461,6.6,42.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
431,463,4.3,75.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,BINH TAN
432,464,4.9,60.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
434,466,3.59,60.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10
437,469,3.8,56.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH TAN
441,473,7.2,55.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,BINH THANH
442,475,8.7,45.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
443,476,8.7,45.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1
444,477,2.98,42.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
445,478,3.2,30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
446,479,8.4,90.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8
447,480,30.8,132.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3
448,481,9.2,51.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3
449,482,5.0,48.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN PHU
450,483,2.0,45.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,GO VAP
451,484,17.7,260.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
452,485,21.5,64.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
453,487,30.0,200.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
454,488,15.0,73.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4
455,489,7.9,40.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11
456,490,5.6,40.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11
457,491,5.8,60.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,THU DUC
458,492,5.8,60.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,THU DUC
459,493,5.0,40.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
460,494,49.0,224.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,TAN BINH
461,495,5.1,52.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
462,496,5.38,75.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
463,497,3.55,35.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8
465,499,7.4,45.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN BINH
466,500,7.4,45.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10
467,501,90.0,90.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,THU DUC
468,502,12.0,60.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
469,503,12.0,60.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
470,504,9.8,60.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2
471,505,6.6,94.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BINH THANH
473,507,17.5,147.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
474,508,6.3,53.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
475,509,6.3,62.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10
476,510,8.0,38.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1
477,511,6.3,45.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
478,512,4.85,63.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
479,513,8.69,60.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,10
480,514,9.3,40.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
481,515,4.5,100.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,THU DUC
482,516,3.35,40.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
483,517,8.5,90.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
484,518,3.35,40.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN PHU
485,519,5.5,46.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
486,520,5.2,46.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN BINH
487,521,31.0,210.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9
488,522,8.9,60.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2
489,523,6.5,54.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,GO VAP
490,524,4.3,50.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8
491,525,16.38,80.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11
494,528,5.5,52.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
495,529,8.7,92.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
496,530,7.5,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,GO VAP
497,531,7.3,72.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
498,532,5.2,107.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,THU DUC
500,534,6.7,80.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
502,536,7.3,56.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,GO VAP
504,538,11.9,101.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,GO VAP
505,539,12.0,86.0,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,THU DUC
506,540,4.5,56.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,TAN PHU
507,541,8.0,81.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11
508,542,4.89,35.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TAN BINH
509,543,2.5,20.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,11
510,544,19.0,226.0,24.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,THU DUC
511,545,8.79,81.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,GO VAP
512,546,8.79,81.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,GO VAP
513,547,13.5,72.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN PHU
514,549,9.6,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
515,551,9.6,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
518,554,8.2,80.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
519,556,6.5,68.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,GO VAP
520,558,4.1,51.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,TAN PHU
521,559,6.2,64.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH THANH
522,560,6.2,64.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,BINH THANH
523,561,3.7,40.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,THU DUC
524,562,2.9,35.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
526,564,4.99,52.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
528,566,3.5,50.1,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,THU DUC
529,567,7.0,80.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,TAN BINH
530,568,6.38,59.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2
531,569,11.0,80.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN PHU
532,570,5.2,50.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
533,571,23.5,125.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2
536,574,34.0,350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11
537,575,1.4,21.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,THU DUC
539,577,7.8,64.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
540,579,5.19,50.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,TAN BINH
541,580,5.29,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
542,581,38.0,570.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
543,582,3.8,25.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1
544,583,4.99,54.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,9
545,584,33.0,246.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,THU DUC
546,585,8.7,55.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN BINH
547,586,7.5,44.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,TAN BINH
549,588,4.4,84.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,THU DUC
550,589,3.7,55.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
551,591,29.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
552,592,4.99,53.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10
553,593,4.5,67.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,THU DUC
554,594,5.2,52.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
556,597,3.9,110.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
557,598,5.99,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
558,599,5.4,78.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,THU DUC
559,600,5.4,78.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,THU DUC
560,601,3.4,24.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4
561,602,3.5,28.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7
563,604,3.19,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,TAN BINH
564,605,3.4,72.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4
565,606,5.8,50.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,BINH THANH
566,607,4.75,63.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,TAN BINH
567,608,2.2,30.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,THU DUC
568,609,6.4,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN BINH
569,611,6.5,63.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,GO VAP
570,612,7.8,71.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN PHU
